arxiv_id,source,label,tag,title,primary_category,submitted_date,abstract_clean,reason,paper_url,full_text_url,review_basis
2605.06334,keyword,1,,MANTRA: Synthesizing SMT-Validated Compliance Benchmarks for Tool-Using LLM Agents,cs.CL,2026-05-07T14:26:19+00:00,"Tool-using large language model (LLM) agents are increasingly deployed in settings where their reliable behavior is governed by strict procedural manuals. Ensuring that such agents comply with the rules from these manuals is challenging, as they are typically written for humans in natural language while agent behavior manifests as an execution trace of tool calls. Existing evaluations of LLM agents rely on manually constructed benchmarks or LLM-based judges, which either do not scale or lack reliability for complex, long-horizon manuals. To overcome these limitations, we present MANTRA, a framework for automatically synthesizing machine-checkable compliance benchmarks from natural-language manuals and tool schemas. MANTRA independently generates (i) a symbolic world model capturing procedural dependencies, and (ii) a set of trace-level compliance checks for a given task, and validates their consistency using SMT solving. A structured repair loop resolves inconsistencies, requiring human intervention only as a fallback. %This yields benchmarks that are formally validated. Importantly, MANTRA supports arbitrary domains and long procedural manuals, and provides a tunable notion of task complexity which is utilized to automatically derive challenging tasks accompanying compliance checks. Using MANTRA, we build a new benchmark suite with 285 tasks across 6 domains scaling to 50+ page manuals with minimal human effort. Empirically, we show that the compliance checks are richer with stronger constraint enforcement compared to existing benchmarks. Additionally, the granularity of the checks can be used for debugging the agents' failure modes. These results demonstrate that combining automated benchmark generation with formally grounded validation methods enables scalable and reliable benchmarking of tool-using agents.",자연어 절차와 tool schema에서 SMT로 검증 가능한 trace-level 준수 조건을 합성해 장기 tool-use 신뢰성을 측정한다.,https://arxiv.org/abs/2605.06334,https://arxiv.org/pdf/2605.06334,"arXiv ID 원문: 초록, 서론·핵심 기여, 실험, 결론을 확인하여 프로필 관련성 판정"
2607.04686,keyword,1,,ToolFailBench: Diagnosing Tool-Use Failures in LLM Agents,cs.CL,2026-07-06T05:25:21+00:00,"Tool calling is central to modern language model agents, but aggregate benchmark scores often hide where tool use fails. A model that never calls a needed tool and a model that calls the tool but ignores the result can look similar under final task accuracy. We introduce ToolFailBench, a diagnostic benchmark for measuring tool-use failures across 1,000 tasks in finance, medicine, law, cybersecurity, and real estate. Tool-required tasks return values the model wouldn't guess, forcing it to trust the tool while control tasks attach the same tools but should be answered directly. We label each trace with Tool-Skip, Result-Ignore, Output-Fabrication, and Unnecessary-Tool-Use, using a rule classifier and two LLM judges aggregated by majority vote. Across 19 headline models, the best reaches 86.33% Clean Tool-Use Rate, showing that faithful tool use is not saturated. More importantly, models with similar aggregate scores fail in different ways: most stay disciplined on no-tool controls, while Llama-3.1 models show an Always-Call pattern, and at the same parameter scale Llama-3.1-70B and Qwen2.5-72B differ by 89 percentage points on control-task accuracy. Tool-use evaluation should measure not only whether agents call tools, but whether they use tool outputs correctly and avoid tools when none is needed.",tool-skip·result-ignore·output-fabrication·unnecessary-call을 trace 수준에서 구분하는 진단 benchmark를 제안한다.,https://arxiv.org/abs/2607.04686,https://arxiv.org/pdf/2607.04686,"arXiv ID 원문: 초록, 서론·핵심 기여, 실험, 결론을 확인하여 프로필 관련성 판정"
2604.02155,keyword,1,,Brief Is Better: Non-Monotonic Chain-of-Thought Budget Effects in Function-Calling Language Agents,cs.CL,2026-04-02T15:25:13+00:00,"How much should a language agent think before taking action? Chain-of-thought (CoT) reasoning is widely assumed to improve agent performance, but the relationship between reasoning length and accuracy in structured tool-use settings remains poorly understood. We present a systematic study of CoT budget effects on function-calling agents, sweeping six token budgets (0--512) across 200 tasks from the Berkeley Function Calling Leaderboard v3 Multiple benchmark. Our central finding is a striking non-monotonic pattern on Qwen2.5-1.5B-Instruct: brief reasoning (32 tokens) dramatically improves accuracy by 45% relative over direct answers, from 44.0% to 64.0%, while extended reasoning (256 tokens) degrades performance well below the no-CoT baseline, to 25.0% (McNemar p < 0.001). A three-way error decomposition reveals the mechanism. At d = 0, 30.5% of tasks fail because the model selects the wrong function from the candidate set; brief CoT reduces this to 1.5%, effectively acting as a function-routing step, while long CoT reverses the gain, yielding 28.0% wrong selections and 18.0% hallucinated functions at d = 256. Oracle analysis shows that 88.6% of solvable tasks require at most 32 reasoning tokens, with an average of 27.6 tokens, and a finer-grained sweep indicates that the true optimum lies at 8--16 tokens. Motivated by this routing effect, we propose Function-Routing CoT (FR-CoT), a structured brief-CoT method that templates the reasoning phase as ""Function: [name] / Key args: [...],"" forcing commitment to a valid function name at the start of reasoning. FR-CoT achieves accuracy statistically equivalent to free-form d = 32 CoT while reducing function hallucination to 0.0%, providing a structural reliability guarantee without budget tuning.",function-calling agent에서 reasoning token budget과 도구 선택·인자 오류의 비단조 관계를 체계적으로 분석한다.,https://arxiv.org/abs/2604.02155,https://arxiv.org/pdf/2604.02155,"arXiv ID 원문: 초록, 서론·핵심 기여, 실험, 결론을 확인하여 프로필 관련성 판정"
2605.20833,keyword,1,,MemGym: a Long-Horizon Memory Environment for LLM Agents,cs.CL,2026-05-20T07:25:33+00:00,"Memory is a central capability for LLM agents operating across long-horizon tasks. Existing memory benchmarks predominantly evaluate retention of personalized information in multi-turn chat scenarios, overlooking the dynamic memory formation that occurs during extended agent execution. Consequently, the memory systems they produce transfer poorly to realistic agentic environments, such as coding and web navigation. We present MemGym, a benchmark for agentic memory that unifies existing agent gyms and in-house memory-grounded pipelines behind one memory-reasoning interface. MemGym spans five evaluation tracks grouped into four agentic regimes: tool-use dialogue (tau2-bench), multi-turn deep-research search (MEMGYM-DR), coding (SWE-Gym and MEMGYM-CODEQA), and computer use (WebArena-Infinity). MemGym reports memory-isolated scores that decouple memory performance from reasoning, retrieval, and tool-use ability, so memory strategies can be ranked without those confounders. Our synthetic pipelines for MEMGYM-CODEQA and MEMGYM-DR are length-controllable, ablation-verified at every stage, and tightly aligned with downstream scenarios. To make evaluation on coding environments academically tractable, we train MemRM, a lightweight reward model (Qwen3-1.7B fine-tuned with QLoRA) that scores compression quality as a fast scalar read in place of full Docker rollouts.",tool dialogue·검색·코딩·web navigation에서 장기 agent memory를 분리 평가하는 환경을 구축한다.,https://arxiv.org/abs/2605.20833,https://arxiv.org/pdf/2605.20833,"arXiv ID 원문: 초록, 서론·핵심 기여, 실험, 결론을 확인하여 프로필 관련성 판정"
2602.15197,both,1,,OpaqueToolsBench: Learning Nuances of Tool Behavior Through Interaction,cs.CL,2026-02-16T21:26:37+00:00,"Tool-calling is essential for Large Language Model (LLM) agents to complete real-world tasks. While most existing benchmarks assume simple, perfectly documented tools, real-world tools (e.g., general ""search"" APIs) are often opaque, lacking clear best practices or failure modes. Can LLM agents improve their performance in environments with opaque tools by interacting and subsequently improving documentation? To study this, we create OpaqueToolsBench, a benchmark consisting of three distinct task-oriented environments: general function calling, interactive chess playing, and long-trajectory agentic search. Each environment provides underspecified tools that models must learn to use effectively to complete the task. Results on OpaqueToolsBench suggest existing methods for automatically documenting tools are expensive and unreliable when tools are opaque. To address this, we propose a simple framework, ToolObserver, that iteratively refines tool documentation by observing execution feedback from tool-calling trajectories. Our approach outperforms existing methods on OpaqueToolsBench across datasets, even in relatively hard settings. Furthermore, for test-time tool exploration settings, our method is also efficient, consuming 3.5-7.5x fewer total tokens than the best baseline.",불완전하게 문서화된 도구를 상호작용으로 이해·문서화하는 agent benchmark다. 일부 chess 환경을 포함하지만 핵심은 일반 tool behavior 학습이다.,https://arxiv.org/abs/2602.15197,https://arxiv.org/pdf/2602.15197,"arXiv ID 원문: 초록, 서론·핵심 기여, 실험, 결론을 확인하여 프로필 관련성 판정"
2601.22511,embedding,1,,"Mock Worlds, Real Skills: Building Small Agentic Language Models with Synthetic Tasks, Simulated Environments, and Rubric-Based Rewards",cs.CL,2026-01-30T03:43:42+00:00,"Small LLMs often struggle to match the agentic capabilities of large, costly models. While reinforcement learning can help, progress has been limited by two structural bottlenecks: existing open-source agentic training data are narrow in task variety and easily solved; real-world APIs lack diversity and are unstable for large-scale reinforcement learning rollout processes. We address these challenges with SYNTHAGENT, a framework that jointly synthesizes diverse tool-use training data and simulates complete environments. Specifically, a strong teacher model creates novel tasks and tool ecosystems, then rewrites them into intentionally underspecified instructions. This compels agents to actively query users for missing details. When handling synthetic tasks, an LLM-based user simulator provides user-private information, while a mock tool system delivers stable tool responses. For rewards, task-level rubrics are constructed based on required subgoals, user-agent interactions, and forbidden behaviors. Across 14 challenging datasets in math, search, and tool use, models trained on our synthetic data achieve substantial gains, with small models outperforming larger baselines.",합성 task·mock API 환경·rubric reward를 결합해 소형 모델의 다단계 tool-use와 clarification 능력을 학습한다.,https://arxiv.org/abs/2601.22511,https://arxiv.org/pdf/2601.22511,"arXiv ID 원문: 초록, 서론·핵심 기여, 실험, 결론을 확인하여 프로필 관련성 판정"
2509.0156,embedding,1,,In-N-Out: A Parameter-Level API Graph Dataset for Tool Agents,cs.CL,2025-09-01T15:42:21+00:00,"Tool agents--LLM-based systems that interact with external APIs--offer a way to execute real-world tasks. However, as tasks become increasingly complex, these agents struggle to identify and call the correct APIs in the proper order. To tackle this problem, we investigate converting API documentation into a structured API graph that captures API dependencies and leveraging it for multi-tool queries that require compositional API calls. To support this, we introduce In-N-Out, the first expert-annotated dataset of API graphs built from two real-world API benchmarks and their documentation. Using In-N-Out significantly improves performance on both tool retrieval and multi-tool query generation, nearly doubling that of LLMs using documentation alone. Moreover, graphs generated by models fine-tuned on In-N-Out close 90% of this gap, showing that our dataset helps models learn to comprehend API documentation and parameter relationships. Our findings highlight the promise of using explicit API graphs for tool agents and the utility of In-N-Out as a valuable resource. We release our dataset and code at https://github.com/holi-lab/In-N-Out-API-Graph.",실제 API 문서의 파라미터 의존성을 graph로 표현해 multi-tool retrieval과 호출 순서 생성을 개선한다.,https://arxiv.org/abs/2509.01560,https://arxiv.org/pdf/2509.01560,"arXiv ID 원문: 초록, 서론·핵심 기여, 실험, 결론을 확인하여 프로필 관련성 판정"
2605.18703,embedding,1,,EnvFactory: Scaling Tool-Use Agents via Executable Environments Synthesis and Robust RL,cs.CL,2026-05-18T17:37:40+00:00,"Equipping LLMs with tool-use capabilities via Agentic Reinforcement Learning (Agentic RL) is bottlenecked by two challenges: the lack of scalable, robust execution environments and the scarcity of realistic training data that captures implicit human reasoning. Existing approaches depend on costly real-world APIs, hallucination-prone LLM simulators, or synthetic environments that are often single-turn or depend on pre-collected documents. Moreover, synthetic trajectories are frequently over-specified, resembling instruction sequences rather than natural human intents, reducing their effectiveness for RL training. We introduce EnvFactory, a fully automated framework that addresses both challenges. EnvFactory autonomously explores and verifies stateful, executable tool environments from authentic resources, and synthesizes natural multi-turn trajectories through topology-aware sampling and calibrated refinement, producing grounded queries with implicit intents. Using only 85 verified environments across 7 domains, EnvFactory generates 2,575 SFT and RL trajectories. Despite using significantly fewer environments than prior work, which are often 5 times more, EnvFactory achieves superior training efficiency and downstream performance, improving Qwen3-series models by up to +15% on BFCLv3, +8.6% on MCP-Atlas, and +6% on conversational benchmarks including -Bench and VitaBench. By fully automating both environment construction and trajectory synthesis, EnvFactory provides a scalable, extensible, and robust foundation for Agentic RL.",실행 가능한 stateful tool environment와 자연스러운 다중 턴 trajectory를 자동 합성해 robust agentic RL을 확장한다.,https://arxiv.org/abs/2605.18703,https://arxiv.org/pdf/2605.18703,"arXiv ID 원문: 초록, 서론·핵심 기여, 실험, 결론을 확인하여 프로필 관련성 판정"
2605.12521,embedding,1,,ToolWeave: Structured Synthesis of Complex Multi-Turn Tool-Calling Dialogues,cs.CL,2026-04-03T17:02:20+00:00,"Multi-turn tool calling is essential for LLMs to function as autonomous agents, yet synthesizing the training data required for these capabilities remains a fundamental challenge. Existing synthetic data generation pipelines often produce unrealistic dialogues for two reasons: they chain tools that are only superficially compatible rather than aligned with meaningful user tasks, and they generate dialogues in one shot, which often introduces arguments that were neither provided by the user nor produced by prior tool calls. These issues also lead to a severe underrepresentation of multi-step tool interactions. We introduce ToolWeave, a structured framework for synthesizing realistic multi-turn tool-calling dialogues. ToolWeave support realistic multi-step workflows (or tool sequences) by constructing tools with built-in dependencies and filters the workflows based on alignment with user goals. It reduces parameter hallucination by using a fine-grained planning stage that explicitly tracks parameter provenance. As a result, ToolWeave-generated synthetic dialogues contain more multi-step tool interactions (45%) and fewer hallucinations in parameters and tool names. Consequently, LLMs fine-tuned on ToolWeave consistently outperform those fine-tuned on prior datasets across three public benchmarks. Notably, Llama-3.1-70B fine-tuned on ToolWeave achieves 39.75% on BFCL-V3 multi-turn, compared to 23.50% when fine-tuned on SOTA ToolFlow data.",도구 사이의 실제 의존성을 반영한 multi-turn tool-calling dialogue 합성 파이프라인을 제안한다.,https://arxiv.org/abs/2605.12521,https://arxiv.org/pdf/2605.12521,"arXiv ID 원문: 초록, 서론·핵심 기여, 실험, 결론을 확인하여 프로필 관련성 판정"
2605.09252,embedding,1,,LLM Agents Already Know When to Call Tools -- Even Without Reasoning,cs.CL,2026-05-10T01:37:40+00:00,"Tool-augmented LLM agents tend to call tools indiscriminately, even when the model can answer directly. Each unnecessary call wastes API fees and latency, yet no existing benchmark systematically studies when a tool call is actually needed. We propose When2Tool, a benchmark of 18 environments (15 single-hop, 3 multi-hop) spanning three categories of tool necessity -- computational scale, knowledge boundaries, and execution reliability -- each with controlled difficulty levels that create a clear decision boundary between tool-necessary and tool-unnecessary tasks. We evaluate two families of training-free baselines: Prompt-only (varying the prompt to discourage unnecessary calls) and Reason-then-Act (requiring the model to reason about tool necessity before acting). Both provide limited control: Prompt-only suppresses necessary calls alongside unnecessary ones, and Reason-then-Act still incurs a disproportionate accuracy cost on hard tasks. To understand why these baselines fail, we probe the models' hidden states and find that tool necessity is linearly decodable from the pre-generation representation with AUROC 0.89--0.96 across six models, substantially exceeding the model's own verbalized reasoning. This reveals that models already know when tools are needed, but fail to act on this knowledge during generation. Building on this finding, we propose Probe&Prefill, which uses a lightweight linear probe to read the hidden-state signal and prefills the model's response with a steering sentence. Across all models tested, Probe&Prefill reduces tool calls by 48% with only 1.7% accuracy loss, while the best baseline at comparable accuracy only reduces 6% of tool calls, or achieves a similar tool call reduction but incurs a 5 higher accuracy loss. Our code is available at https://github.com/Trustworthy-ML-Lab/when2tool",도구가 필요한 경우와 불필요한 경우를 분리한 환경으로 agent의 call/no-call 결정 능력을 평가한다.,https://arxiv.org/abs/2605.09252,https://arxiv.org/pdf/2605.09252,"arXiv ID 원문: 초록, 서론·핵심 기여, 실험, 결론을 확인하여 프로필 관련성 판정"
